일시,평균기온
2023-10-23,9.891802140661095
2023-10-24,7.007855503198982
2023-10-25,13.396414418271956
2023-10-26,13.317890628210982
2023-10-27,12.817624343456501
2023-10-28,11.600460597893202
2023-10-29,0.9606331011313678
2023-10-30,3.943945545778991
2023-10-31,7.768989842220147
2023-11-01,5.9890968927789565
2023-11-02,6.812515423157912
2023-11-03,10.760403682226336
2023-11-04,9.896802970097887
2023-11-05,8.957487373755853
2023-11-06,10.576845452920988
2023-11-07,8.41386528626883
2023-11-08,7.177964585498646
2023-11-09,13.354890119697615
2023-11-10,16.448881605775526
2023-11-11,5.3950714549905
2023-11-12,3.336134650510278
2023-11-13,-17.132656919678972
2023-11-14,-4.837417711281219
2023-11-15,2.325773522082443
2023-11-16,0.34820316959800834
2023-11-17,4.1289869121778935
2023-11-18,0.1868937144402878
2023-11-19,13.087968848838486
2023-11-20,-0.3550719719162885
2023-11-21,2.317238591390577
2023-11-22,-13.192619981746965
2023-11-23,-5.406323488997224
2023-11-24,4.348684667116494
2023-11-25,9.011023442165097
2023-11-26,13.230017255718568
2023-11-27,7.692933838669589
2023-11-28,-3.861925160823361
2023-11-29,-6.056494886459134
2023-11-30,-0.0658083361022932
2023-12-01,-5.24872970764951
2023-12-02,-2.8298034803898133
2023-12-03,-16.72870807800569
2023-12-04,-8.516481041978615
2023-12-05,3.468084285527951
2023-12-06,-0.4309135157792454
2023-12-07,5.2985122064166745
2023-12-08,2.034386354119455
2023-12-09,1.109766716244586
2023-12-10,-1.6853040696337303
2023-12-11,-12.475750639172986
2023-12-12,-6.698773530853739
2023-12-13,-11.76401124018258
2023-12-14,-14.896744448262268
2023-12-15,-8.926174143194164
2023-12-16,-2.5424734212764832
2023-12-17,5.114188542668753
2023-12-18,-9.187397465293543
2023-12-19,-18.0644669261696
2023-12-20,-6.511911760904525
2023-12-21,-7.292652393358374
2023-12-22,8.984186619486032
2023-12-23,3.9015709199965443
2023-12-24,-4.05626715728534
